STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,UNIT_MEASURE,Unit of measure,REF_AREA,Reference area,FREQ,Frequency,STATION,Weather Stations,CLIMATE_INDIC,Climate Indicators,SOURCE_DETAIL,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_COMMENT,Footnotes,UNIT_MULT,Unit multiplier
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-09,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-10,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-11,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2017-12,,2,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-01,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-02,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-03,,2,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-04,,2,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-05,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-06,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-07,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-08,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-09,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-10,,6,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-11,,4,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2018-12,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-01,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-02,,9,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-03,,11,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-04,,6,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-05,,4,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-06,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-07,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-08,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-09,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-10,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-11,,5,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2019-12,,9,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-01,,7,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-02,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-03,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-04,,7,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-05,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-06,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-07,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-08,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-09,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-10,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-11,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2020-12,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-01,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-02,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-03,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-04,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-05,,2,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-06,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-07,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-08,,2,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-09,,0,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-10,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-11,,3,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2021-12,,1,,,,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-01,,7,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-02,,1,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-03,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-04,,4,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-05,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-06,,1,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-07,,9,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-10,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-11,,2,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,NUMBER,Number,AE,UAE,M,Monthly,FJWS,Fujairah Airport  Station,RAINY_DAYS,Rainy Days,NCM,National Center of Meteorology,2022-12,,6,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-01,,14.8,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-02,,1.6,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-03,,18.2,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-04,,6.2,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-05,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-06,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-07,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-09,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-10,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-11,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2016-12,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-01,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-02,,28.6,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-03,,65.8,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-04,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-05,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-06,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-07,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-08,,0,,1,One,,,,,,
DATAFLOW,FCSA:DF_CLIMATE_RAIN(3.7.0),Climate - Rainfall Indicators by Weather Stations,I,RAIN,Rainfall Indicators,MM,Milimetres,AE,UAE,M,Monthly,UQWS,Umm Al Quwain  Station,RAIN_TOTAL,Rainfall,NCM,National Center of Meteorology,2017-09,,0,,1,One,,,,,,
